,CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade,CNPJ
23,0904,Envelopamento de documentos,por envelope,2012-07-23,12.0,Real,Por evento,01800019
0,0102,Renovação de ficha cadastral,por cliente,2017-08-02,0.0,Real,A cada 0 dias,27351731
0,0101,Confecção de ficha cadastral,por cliente,2015-04-29,2500.0,Real,Por evento,05503849
1,0102,Renovação de ficha cadastral,por cliente,2015-04-29,2500.0,Real,A cada 180 dias,05503849
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2011-10-04,15.0,Real,Por evento,05503849
3,0303,Cheque administrativo,por cheque,2011-11-04,25.0,Real,Por evento,05503849
4,0502,Emissão de DOC C,por operacao,2011-10-04,21.0,Real,Por evento,05503849
5,0503,Emissão de DOC D,por operacao,2011-11-04,21.0,Real,Por evento,05503849
6,0506,Transferência Eletrônica Disponível - TED,Por Operação,2011-04-05,21.0,Real,Por evento,05503849
7,0701,Entrada por borderô (listagem de titulos),por titulo,2011-10-04,10.0,Real,Por evento,05503849
8,0702,Entrada por meio magnético,por titulo,2011-10-04,10.0,Real,Por evento,05503849
9,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2011-11-04,10.0,Real,Por evento,05503849
10,0704,Manutenção de título vencido,por titulo,2008-11-10,0.0,Real,A cada 0 dias,05503849
11,0705,Envio para protesto,por titulo,2011-04-05,10.0,Real,Por evento,05503849
12,0706,Sustação de protesto,por titulo,2011-04-05,10.0,Real,Por evento,05503849
13,0801,Abertura de crédito,por operacao,2021-04-02,15.0,Percentual,Por evento,05503849
14,0802,Renegociação de dívida,por operacao,2011-04-07,10.0,Real,Por evento,05503849
15,0803,Substituição de garantia,por operacao,2008-11-10,500.0,Real,Por evento,05503849
16,0804,Custódia de cheque pré-datado,por operacao,2011-04-05,1.0,Real,Por evento,05503849
17,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2008-11-10,0.0,Real,Por evento,05503849
18,0901,Segunda via de documento,por copia,2008-11-10,15.0,Real,Por evento,05503849
0,0101,Confecção de ficha cadastral,por cliente,2008-04-10,10.0,Percentual,Por evento,00122327
1,0102,Renovação de ficha cadastral,por cliente,2014-10-22,10.0,Percentual,A cada 180 dias,00122327
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2014-10-22,100.0,Real,Por evento,00122327
3,0502,Emissão de DOC C,por operacao,2014-10-22,50.0,Real,Por evento,00122327
4,0503,Emissão de DOC D,por operacao,2014-10-22,50.0,Real,Por evento,00122327
5,0504,Ordem de Pagamento,por operacao,2014-10-22,50.0,Real,Por evento,00122327
6,0505,Depósito em outra agência,por operacao,2014-10-22,50.0,Real,Por evento,00122327
7,0506,Transferência Eletrônica Disponível - TED,Por Operação,2014-10-22,50.0,Real,Por evento,00122327
8,0701,Entrada por borderô (listagem de titulos),por titulo,2014-10-22,50.0,Real,Por evento,00122327
9,0702,Entrada por meio magnético,por titulo,2014-10-22,50.0,Real,Por evento,00122327
10,0704,Manutenção de título vencido,por titulo,2014-10-22,50.0,Real,A cada 30 dias,00122327
11,0705,Envio para protesto,por titulo,2014-10-22,50.0,Real,Por evento,00122327
12,0706,Sustação de protesto,por titulo,2014-10-22,50.0,Real,Por evento,00122327
13,0707,Devolução de título,por titulo,2014-10-22,50.0,Real,Por evento,00122327
14,0801,Abertura de crédito,por operacao,2014-10-22,10.0,Percentual,Por evento,00122327
15,0802,Renegociação de dívida,por operacao,2014-10-22,10.0,Percentual,Por evento,00122327
16,0803,Substituição de garantia,por operacao,2014-10-22,10.0,Percentual,Por evento,00122327
17,0804,Custódia de cheque pré-datado,por operacao,2014-10-22,10.0,Percentual,Por evento,00122327
18,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2007-07-24,10.0,Percentual,Por evento,00122327
19,0901,Segunda via de documento,por copia,2014-10-22,50.0,Real,Por evento,00122327
20,0902,Ressarcimento de despesas-telefonema,por chamada,2014-10-22,50.0,Real,Por evento,00122327
21,0903,Ressarcimento de despesas-fax,por folha,2014-10-22,50.0,Real,Por evento,00122327
22,0904,Envelopamento de documentos,por envelope,2014-10-22,50.0,Real,Por evento,00122327
23,0905,Pagamento de funcionários via relação,por funcionario,2014-10-22,50.0,Real,Por evento,00122327
24,0906,Pagamento de funcionários via meio magnético,por funcionario,2014-10-22,50.0,Real,Por evento,00122327
0,0101,Confecção de ficha cadastral,por cliente,2017-04-03,200.0,Real,Por evento,07747410
0,0101,Confecção de ficha cadastral,por cliente,2017-08-22,10.0,Percentual,Por evento,03881423
1,0102,Renovação de ficha cadastral,por cliente,2017-11-10,10.0,Percentual,A cada 30 dias,03881423
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2008-05-09,0.0,Real,Por evento,03881423
3,0801,Abertura de crédito,por operacao,2013-08-30,1500.0,Real,Por evento,03881423
4,0802,Renegociação de dívida,por operacao,2008-05-09,0.0,Real,Por evento,03881423
5,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2008-05-09,0.0,Real,Por evento,03881423
6,0901,Segunda via de documento,por copia,2013-08-29,50.0,Real,Por evento,03881423
0,0101,Confecção de ficha cadastral,por cliente,2010-04-01,1000.0,Real,Por evento,09473806
1,0102,Renovação de ficha cadastral,por cliente,2010-04-01,1000.0,Real,A cada 180 dias,09473806
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2010-04-01,0.0,Real,Por evento,09473806
3,0704,Manutenção de título vencido,por titulo,2009-12-09,1000.0,Real,A cada 30 dias,09473806
4,0801,Abertura de crédito,por operacao,2009-12-09,500.0,Real,Por evento,09473806
0,0101,Confecção de ficha cadastral,por cliente,2014-11-07,10.0,Percentual,Por evento,05192316
1,0102,Renovação de ficha cadastral,por cliente,2014-02-16,600.0,Real,A cada 180 dias,05192316
2,0203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2009-11-20,0.0,Real,Por evento,05192316
3,0204,Cartão multiplo-nacional-anuidade do contrato,por cartao,2009-11-20,0.0,Real,A cada 0 dias,05192316
4,0205,Cartão multiplo-nacional-confecção do cartão,por cartao,2009-11-20,0.0,Real,Por evento,05192316
5,0208,Cartão multiplo adicional-nacional-anuidade do contrato,por cartao,2009-11-20,0.0,Real,A cada 0 dias,05192316
6,0209,Cartão multiplo adicional-nacional-confecção do cartão,por cartao,2009-11-20,0.0,Real,Por evento,05192316
7,0210,Cartão multiplo adicional-intern.-anuidade do contrato,por cartao,2009-11-20,0.0,Real,A cada 0 dias,05192316
8,0506,Transferência Eletrônica Disponível - TED,Por Operação,2021-11-27,5.0,Real,Por evento,05192316
9,0704,Manutenção de título vencido,por titulo,2010-06-14,3.9,Real,A cada 30 dias,05192316
10,0801,Abertura de crédito,por operacao,2014-02-16,600.0,Real,Por evento,05192316
11,0802,Renegociação de dívida,por operacao,2009-11-20,0.0,Real,Por evento,05192316
12,0803,Substituição de garantia,por operacao,2009-11-20,0.0,Real,Por evento,05192316
13,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2009-11-20,0.0,Real,Por evento,05192316
14,0901,Segunda via de documento,por copia,2009-11-20,0.0,Real,Por evento,05192316
0,0101,Confecção de ficha cadastral,por cliente,2016-10-16,150.0,Real,Por evento,23862762
1,0102,Renovação de ficha cadastral,por cliente,2016-10-16,70.0,Real,A cada 360 dias,23862762
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2016-10-16,40.0,Real,Por evento,23862762
3,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2016-10-16,0.0,Real,Por evento,23862762
4,0502,Emissão de DOC C,por operacao,2016-10-16,20.0,Real,Por evento,23862762
5,0503,Emissão de DOC D,por operacao,2016-10-16,20.0,Real,Por evento,23862762
6,0504,Ordem de Pagamento,por operacao,2016-10-16,60.0,Real,Por evento,23862762
7,0505,Depósito em outra agência,por operacao,2016-10-16,60.0,Real,Por evento,23862762
8,0506,Transferência Eletrônica Disponível - TED,Por Operação,2016-10-16,20.0,Real,Por evento,23862762
9,0705,Envio para protesto,por titulo,2016-10-16,50.0,Real,Por evento,23862762
10,0706,Sustação de protesto,por titulo,2016-10-16,50.0,Real,Por evento,23862762
11,0707,Devolução de título,por titulo,2016-10-16,20.0,Real,Por evento,23862762
12,0801,Abertura de crédito,por operacao,2016-10-16,200.0,Real,Por evento,23862762
13,0802,Renegociação de dívida,por operacao,2016-10-16,80.0,Real,Por evento,23862762
14,0803,Substituição de garantia,por operacao,2016-10-16,120.0,Real,Por evento,23862762
15,0901,Segunda via de documento,por copia,2016-10-16,15.0,Real,Por evento,23862762
0,0101,Confecção de ficha cadastral,por cliente,2021-06-09,0.0,Real,Por evento,36321990
1,0701,Entrada por borderô (listagem de titulos),por titulo,2021-06-10,0.0,Real,Por evento,36321990
2,0702,Entrada por meio magnético,por titulo,2021-06-10,0.0,Real,Por evento,36321990
3,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2021-06-10,0.0,Real,Por evento,36321990
4,0705,Envio para protesto,por titulo,2021-06-10,0.0,Real,Por evento,36321990
5,0706,Sustação de protesto,por titulo,2021-06-10,0.0,Real,Por evento,36321990
6,0707,Devolução de título,por titulo,2021-06-10,0.0,Real,Por evento,36321990
7,0801,Abertura de crédito,por operacao,2021-06-10,0.0,Real,Por evento,36321990
8,0802,Renegociação de dívida,por operacao,2021-06-10,0.0,Real,Por evento,36321990
9,0803,Substituição de garantia,por operacao,1996-07-25,0.0,Real,Por evento,36321990
10,0804,Custódia de cheque pré-datado,por operacao,2009-12-31,0.0,Real,Por evento,36321990
11,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2009-12-31,0.0,Real,Por evento,36321990
12,0901,Segunda via de documento,por copia,1996-07-25,0.0,Real,Por evento,36321990
13,0902,Ressarcimento de despesas-telefonema,por chamada,1996-07-25,0.0,Real,Por evento,36321990
14,0903,Ressarcimento de despesas-fax,por folha,1996-07-25,0.0,Real,Por evento,36321990
15,0904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,36321990
16,0905,Pagamento de funcionários via relação,por funcionario,1996-07-25,0.0,Real,Por evento,36321990
0,0101,Confecção de ficha cadastral,por cliente,2020-06-15,50000.0,Real,Por evento,27214112
1,0102,Renovação de ficha cadastral,por cliente,2020-06-15,50000.0,Real,A cada 365 dias,27214112
2,0801,Abertura de crédito,por operacao,2021-03-29,3.0,Percentual,Por evento,27214112
3,0802,Renegociação de dívida,por operacao,2021-03-29,3.0,Percentual,Por evento,27214112
4,0803,Substituição de garantia,por operacao,2020-06-15,30000.0,Real,Por evento,27214112
5,0804,Custódia de cheque pré-datado,por operacao,2020-06-15,300.0,Real,Por evento,27214112
6,0901,Segunda via de documento,por copia,2017-11-24,50.0,Real,Por evento,27214112
0,0101,Confecção de ficha cadastral,por cliente,2013-09-27,0.0,Real,Por evento,03532415
1,0102,Renovação de ficha cadastral,por cliente,2013-09-27,0.0,Real,A cada 0 dias,03532415
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2013-09-27,0.0,Real,Por evento,03532415
3,0502,Emissão de DOC C,por operacao,2013-09-26,0.0,Real,Por evento,03532415
4,0503,Emissão de DOC D,por operacao,2013-09-26,0.0,Real,Por evento,03532415
5,0506,Transferência Eletrônica Disponível - TED,Por Operação,2013-09-26,0.0,Real,Por evento,03532415
6,0801,Abertura de crédito,por operacao,2013-09-26,0.0,Real,Por evento,03532415
7,0802,Renegociação de dívida,por operacao,2013-09-27,0.0,Real,Por evento,03532415
8,0803,Substituição de garantia,por operacao,2013-09-26,0.0,Real,Por evento,03532415
9,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2013-09-26,0.0,Real,Por evento,03532415
10,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2017-03-28,500.0,Real,Por evento,03532415
0,0101,Confecção de ficha cadastral,por cliente,1996-10-01,30.0,Real,Por evento,54403563
1,0102,Renovação de ficha cadastral,por cliente,2004-01-20,30.0,Real,A cada 360 dias,54403563
2,0103,Consultas a serviços de proteção ao crédito,por consulta,1996-07-25,0.0,Real,Por evento,54403563
3,0301,Talão-10 folhas,por talao,1996-07-25,0.0,Real,Por evento,54403563
4,0302,Talão-20 folhas (segundo talão no mês),por talao,2003-04-23,20.0,Real,Por evento,54403563
5,0303,Cheque administrativo,por cheque,1996-10-01,11.0,Real,Por evento,54403563
6,0304,Cheque avulso,por cheque,2003-04-23,10.0,Real,Por evento,54403563
7,0305,Cheque devolvido por insuficiência de fundos,por cheque,1996-10-01,6.0,Real,Por evento,54403563
8,0306,Oposição/sustação de pagamento de cheque,por cheque,1996-10-01,5.0,Real,Por evento,54403563
9,0308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,1996-07-25,0.0,Real,Por evento,54403563
10,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,1996-07-25,0.0,Real,Por evento,54403563
11,0310,Cobrança de cheque por compensação,por cheque,2009-11-24,0.0,Real,Por evento,54403563
12,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2004-04-20,0.11,Percentual,Por evento,54403563
13,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2004-04-20,0.11,Percentual,Por evento,54403563
14,0401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,54403563
15,0402,Manutenção de conta ativa,por conta,2004-04-20,20.0,Real,A cada 180 dias,54403563
16,0403,Manutenção de conta inativa,por conta,1996-10-01,15.0,Real,A cada 180 dias,54403563
17,0405,Concessão de cheque especial/conta garantida,por conta,2004-04-20,10.0,Percentual,Por evento,54403563
18,0406,Renovação de cheque especial/conta garantida,por conta,2009-11-24,0.0,Real,A cada 0 dias,54403563
19,0407,Débito autorizado em conta-corrente,por operacao,1996-07-25,0.0,Real,Por evento,54403563
20,0502,Emissão de DOC C,por operacao,1996-10-01,10.0,Real,Por evento,54403563
21,0503,Emissão de DOC D,por operacao,2003-04-23,10.0,Real,Por evento,54403563
22,0504,Ordem de Pagamento,por operacao,1996-07-25,0.0,Real,Por evento,54403563
23,0506,Transferência Eletrônica Disponível - TED,Por Operação,2003-04-23,10.0,Real,Por evento,54403563
24,0602,Por outros meios,por emissao,1996-07-25,0.0,Real,Por evento,54403563
25,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,1996-07-25,0.0,Real,Por evento,54403563
26,0701,Entrada por borderô (listagem de titulos),por titulo,2003-04-23,6.0,Real,Por evento,54403563
27,0702,Entrada por meio magnético,por titulo,2003-04-23,6.0,Real,Por evento,54403563
28,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2003-04-23,6.0,Real,Por evento,54403563
29,0704,Manutenção de título vencido,por titulo,2009-11-24,0.0,Real,A cada 0 dias,54403563
30,0705,Envio para protesto,por titulo,2003-04-23,6.0,Real,Por evento,54403563
31,0706,Sustação de protesto,por titulo,2003-04-23,6.0,Real,Por evento,54403563
32,0707,Devolução de título,por titulo,2003-04-23,6.0,Real,Por evento,54403563
33,0801,Abertura de crédito,por operacao,2008-05-30,4000.0,Real,Por evento,54403563
34,0802,Renegociação de dívida,por operacao,2008-04-30,200.0,Real,Por evento,54403563
35,0803,Substituição de garantia,por operacao,2003-04-23,200.0,Real,Por evento,54403563
36,0804,Custódia de cheque pré-datado,por operacao,2004-04-20,2.0,Real,Por evento,54403563
37,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2007-07-10,4000.0,Real,Por evento,54403563
38,0901,Segunda via de documento,por copia,1996-10-01,2.2,Real,Por evento,54403563
39,0902,Ressarcimento de despesas-telefonema,por chamada,2004-01-20,30.0,Real,Por evento,54403563
40,0903,Ressarcimento de despesas-fax,por folha,2004-01-20,30.0,Real,Por evento,54403563
41,0904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,54403563
0,0101,Confecção de ficha cadastral,por cliente,2017-11-20,1400.0,Real,Por evento,02992446
1,0102,Renovação de ficha cadastral,por cliente,2012-06-29,0.0,Real,A cada 0 dias,02992446
2,0701,Entrada por borderô (listagem de titulos),por titulo,2002-03-31,0.0,Real,Por evento,02992446
3,0702,Entrada por meio magnético,por titulo,2002-03-31,0.0,Real,Por evento,02992446
4,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2002-03-31,0.0,Real,Por evento,02992446
5,0704,Manutenção de título vencido,por titulo,2012-06-29,0.0,Real,A cada 0 dias,02992446
6,0705,Envio para protesto,por titulo,2002-03-31,0.0,Real,Por evento,02992446
7,0706,Sustação de protesto,por titulo,2012-06-29,0.0,Real,Por evento,02992446
8,0707,Devolução de título,por titulo,2002-03-31,0.0,Real,Por evento,02992446
9,0801,Abertura de crédito,por operacao,2008-04-30,0.0,Real,Por evento,02992446
10,0802,Renegociação de dívida,por operacao,2008-04-30,0.0,Real,Por evento,02992446
11,0803,Substituição de garantia,por operacao,2012-06-29,800.0,Real,Por evento,02992446
12,0804,Custódia de cheque pré-datado,por operacao,2012-06-29,0.0,Real,Por evento,02992446
13,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2008-04-30,0.0,Real,Por evento,02992446
14,0901,Segunda via de documento,por copia,2012-06-29,200.0,Real,Por evento,02992446
15,0902,Ressarcimento de despesas-telefonema,por chamada,2002-03-31,0.0,Real,Por evento,02992446
16,0903,Ressarcimento de despesas-fax,por folha,2002-03-31,0.0,Real,Por evento,02992446
17,0904,Envelopamento de documentos,por envelope,2008-04-30,0.0,Real,Por evento,02992446
18,0905,Pagamento de funcionários via relação,por funcionario,2002-03-31,0.0,Real,Por evento,02992446
19,0906,Pagamento de funcionários via meio magnético,por funcionario,2002-03-31,0.0,Real,Por evento,02992446
0,0101,Confecção de ficha cadastral,por cliente,2019-03-28,80.0,Real,Por evento,04902979
1,0102,Renovação de ficha cadastral,por cliente,2010-01-25,50.0,Real,A cada 180 dias,04902979
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2010-01-25,20.0,Real,Por evento,04902979
3,0201,"Comum, para débito, saque e consultas",por cartao,2019-04-18,13.0,Real,A cada 360 dias,04902979
4,0203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2019-04-18,13.0,Real,Por evento,04902979
5,0301,Talão-10 folhas,por talao,2019-03-28,17.0,Real,Por evento,04902979
6,0302,Talão-20 folhas (segundo talão no mês),por talao,2019-03-28,34.0,Real,Por evento,04902979
7,0303,Cheque administrativo,por cheque,2008-04-30,50.0,Real,Por evento,04902979
8,0304,Cheque avulso,por cheque,2002-12-01,5.0,Real,Por evento,04902979
9,0305,Cheque devolvido por insuficiência de fundos,por cheque,2019-03-28,60.0,Real,Por evento,04902979
10,0306,Oposição/sustação de pagamento de cheque,por cheque,2019-03-28,15.0,Real,Por evento,04902979
11,0308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2005-01-23,0.0,Real,Por evento,04902979
12,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2015-07-10,55.0,Real,Por evento,04902979
13,0310,Cobrança de cheque por compensação,por cheque,1996-07-25,0.0,Real,Por evento,04902979
14,0311,Cheque TB (Transferência Bancária sem CPMF),por cheque,2010-04-01,12.0,Real,Por evento,04902979
15,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2007-08-10,0.11,Percentual,Por evento,04902979
16,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2007-08-10,0.11,Percentual,Por evento,04902979
17,0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2007-08-10,0.11,Percentual,Por evento,04902979
18,0401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,04902979
19,0402,Manutenção de conta ativa,por conta,2019-03-28,45.0,Real,A cada 30 dias,04902979
20,0403,Manutenção de conta inativa,por conta,2016-05-19,25.0,Real,A cada 180 dias,04902979
21,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2019-04-06,60.0,Real,Por evento,04902979
22,0405,Concessão de cheque especial/conta garantida,por conta,2007-08-10,100.0,Real,Por evento,04902979
23,0406,Renovação de cheque especial/conta garantida,por conta,2007-08-10,100.0,Real,A cada 90 dias,04902979
24,0407,Débito autorizado em conta-corrente,por operacao,2010-04-01,3.5,Real,Por evento,04902979
25,0408,Banco domestico-conta principal (com limite de acessos),por conta,2005-01-23,0.0,Real,A cada 0 dias,04902979
26,0409,Banco doméstico-conta secundária (com limite de acessos),por conta,2005-01-23,0.0,Real,A cada 0 dias,04902979
27,0501,Saque em caixa automática externa/banco 24 horas,por saque,2017-06-30,3.0,Real,Por evento,04902979
28,0502,Emissão de DOC C,por operacao,2019-03-28,18.0,Real,Por evento,04902979
29,0503,Emissão de DOC D,por operacao,2019-03-28,18.0,Real,Por evento,04902979
30,0505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,04902979
31,0506,Transferência Eletrônica Disponível - TED,Por Operação,2019-03-28,19.0,Real,Por evento,04902979
32,0601,Em terminal  eletrônico,por emissao,2015-07-10,3.0,Real,Por evento,04902979
33,0602,Por outros meios,por emissao,2019-03-28,3.0,Real,Por evento,04902979
34,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2000-11-01,10.0,Real,Por evento,04902979
35,0701,Entrada por borderô (listagem de titulos),por titulo,2013-09-16,10.0,Real,Por evento,04902979
36,0702,Entrada por meio magnético,por titulo,2019-03-28,5.5,Real,Por evento,04902979
37,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2015-07-10,6.0,Real,Por evento,04902979
38,0704,Manutenção de título vencido,por titulo,2017-06-30,5.9,Real,A cada 30 dias,04902979
39,0705,Envio para protesto,por titulo,2017-06-30,9.0,Real,Por evento,04902979
40,0706,Sustação de protesto,por titulo,2018-09-22,9.0,Real,Por evento,04902979
41,0707,Devolução de título,por titulo,2015-07-10,6.5,Real,Por evento,04902979
42,0801,Abertura de crédito,por operacao,2003-06-02,2.0,Percentual,Por evento,04902979
43,0802,Renegociação de dívida,por operacao,2007-11-18,1.0,Percentual,Por evento,04902979
44,0803,Substituição de garantia,por operacao,2007-11-18,1.0,Percentual,Por evento,04902979
45,0804,Custódia de cheque pré-datado,por operacao,2015-07-10,0.6,Real,Por evento,04902979
46,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2005-05-14,0.0,Real,Por evento,04902979
47,0901,Segunda via de documento,por copia,2016-06-06,6.0,Real,Por evento,04902979
48,0902,Ressarcimento de despesas-telefonema,por chamada,2002-05-02,8.0,Real,Por evento,04902979
49,0903,Ressarcimento de despesas-fax,por folha,2002-05-02,8.0,Real,Por evento,04902979
50,0904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,04902979
51,0905,Pagamento de funcionários via relação,por funcionario,2005-01-23,3.0,Real,Por evento,04902979
52,0906,Pagamento de funcionários via meio magnético,por funcionario,1997-12-01,2.0,Real,Por evento,04902979
53,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2017-11-16,270.0,Real,Por evento,04902979
54,1003,Exportação: Liquidação com Ordem de Pagamento,Por Operação,2009-12-28,0.0,Real,Por evento,04902979
55,1004,Exportação: Conferência de Documentos,Por Operação,2010-01-25,100.0,Real,Por evento,04902979
56,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),Por Operação,2018-09-23,90.0,Real,Por evento,04902979
57,1006,Importação: Edição de Contrato de Câmbio,Por Operação,2017-11-16,270.0,Real,Por evento,04902979
58,1007,Importação: Emissão de Ordem de Pagamento,Por Operação,2007-11-18,100.0,Real,Por evento,04902979
59,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),Por Operação,2018-09-23,90.0,Real,Por evento,04902979
60,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,Por Operação,2007-11-18,100.0,Real,Por evento,04902979
61,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,Por Operação,2009-12-28,0.0,Real,Por evento,04902979
62,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,Por Operação,2010-01-25,100.0,Real,Por evento,04902979
63,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,Por Operação,2009-12-28,0.0,Real,Por evento,04902979
0,0101,Confecção de ficha cadastral,por cliente,2009-11-03,50.0,Real,Por evento,10690848
1,0102,Renovação de ficha cadastral,por cliente,2011-10-04,50.0,Real,A cada 360 dias,10690848
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2009-07-16,25.0,Real,Por evento,10690848
3,0303,Cheque administrativo,por cheque,2011-04-02,30.0,Real,Por evento,10690848
4,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2009-11-03,25.0,Real,Por evento,10690848
5,0401,Abertura de conta,por conta,2009-11-03,50.0,Real,Por evento,10690848
6,0402,Manutenção de conta ativa,por conta,2019-04-02,120.0,Real,A cada 180 dias,10690848
7,0403,Manutenção de conta inativa,por conta,2019-04-02,120.0,Real,A cada 180 dias,10690848
8,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2011-04-02,20.0,Real,Por evento,10690848
9,0405,Concessão de cheque especial/conta garantida,por conta,2011-04-02,500.0,Real,Por evento,10690848
10,0406,Renovação de cheque especial/conta garantida,por conta,2011-04-02,500.0,Real,A cada 180 dias,10690848
11,0407,Débito autorizado em conta-corrente,por operacao,2011-04-02,25.0,Real,Por evento,10690848
12,0502,Emissão de DOC C,por operacao,2009-07-16,15.0,Real,Por evento,10690848
13,0503,Emissão de DOC D,por operacao,2009-07-16,15.0,Real,Por evento,10690848
14,0504,Ordem de Pagamento,por operacao,2009-11-03,30.0,Real,Por evento,10690848
15,0506,Transferência Eletrônica Disponível - TED,Por Operação,2017-06-02,15.0,Real,Por evento,10690848
16,0602,Por outros meios,por emissao,2013-04-02,2.5,Real,Por evento,10690848
17,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2009-11-03,6.0,Real,Por evento,10690848
18,0701,Entrada por borderô (listagem de titulos),por titulo,2009-11-03,500.0,Real,Por evento,10690848
19,0702,Entrada por meio magnético,por titulo,2011-04-02,5.0,Real,Por evento,10690848
20,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2011-04-02,5.0,Real,Por evento,10690848
21,0704,Manutenção de título vencido,por titulo,2009-11-03,5.0,Real,A cada 180 dias,10690848
22,0705,Envio para protesto,por titulo,2009-11-03,6.0,Real,Por evento,10690848
23,0706,Sustação de protesto,por titulo,2009-11-03,6.0,Real,Por evento,10690848
24,0707,Devolução de título,por titulo,2009-11-03,5.0,Real,Por evento,10690848
25,0801,Abertura de crédito,por operacao,2018-10-02,1000.0,Real,Por evento,10690848
26,0802,Renegociação de dívida,por operacao,2017-06-02,500.0,Real,Por evento,10690848
27,0803,Substituição de garantia,por operacao,2009-07-16,100.0,Real,Por evento,10690848
28,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2012-10-02,1000.0,Real,Por evento,10690848
29,0901,Segunda via de documento,por copia,2013-04-02,15.0,Real,Por evento,10690848
30,0902,Ressarcimento de despesas-telefonema,por chamada,2009-07-16,0.0,Real,Por evento,10690848
31,0903,Ressarcimento de despesas-fax,por folha,2009-11-03,0.0,Real,Por evento,10690848
32,0904,Envelopamento de documentos,por envelope,2013-04-02,300.0,Real,Por evento,10690848
33,0905,Pagamento de funcionários via relação,por funcionario,2017-06-02,20.0,Real,Por evento,10690848
34,0906,Pagamento de funcionários via meio magnético,por funcionario,2017-06-02,20.0,Real,Por evento,10690848
35,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2015-10-01,300.0,Real,Por evento,10690848
36,1004,Exportação: Conferência de Documentos,Por Operação,2009-07-17,0.0,Real,Por evento,10690848
