,id,CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade,CNPJ
5323,38,804,Custódia de cheque pré-datado,por operacao,2015-11-09,5.0,Real,Por evento,59118133
5324,39,805,Rescisão Contratual (Quitação Antecipada),por operacao,2021-09-20,5.0,Percentual,Por evento,59118133
5325,40,901,Segunda via de documento,por copia,2015-11-09,60.0,Real,Por evento,59118133
5326,41,902,Ressarcimento de despesas-telefonema,por chamada,2015-11-09,8.0,Real,Por evento,59118133
5327,42,903,Ressarcimento de despesas-fax,por folha,2015-11-09,8.0,Real,Por evento,59118133
5328,43,904,Envelopamento de documentos,por envelope,2015-11-09,12.0,Real,Por evento,59118133
5329,44,1001,Exportação: Edição de Contrato de Câmbio,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5330,45,1003,Exportação: Liquidação com Ordem de Pagamento,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5331,46,1004,Exportação: Conferência de Documentos,por operacao,2015-11-09,500.0,Real,Por evento,59118133
5332,47,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),por operacao,2021-09-20,500.0,Real,Por evento,59118133
5333,48,1006,Importação: Edição de Contrato de Câmbio,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5334,49,1007,Importação: Emissão de Ordem de Pagamento,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5335,50,1008,Importação: Demais Tarifas (Não incluem despesas no Exteior),por operacao,2015-11-09,500.0,Real,Por evento,59118133
5336,51,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),por operacao,2021-09-20,500.0,Real,Por evento,59118133
5337,52,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5338,53,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5339,54,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,por operacao,2021-09-20,1200.0,Real,Por evento,59118133
5340,55,1014,Financeiro - Ingresso de Recursos : Confecção de esquema de ROF,por operacao,2021-09-20,1200.0,Real,Por evento,59118133
5341,56,1015,Financeiro - Ingresso de Recursos: Confecção de Cadastro no Cademp,por operacao,2021-09-20,1200.0,Real,Por evento,59118133
5342,57,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5343,58,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,por operacao,2021-09-20,500.0,Real,Por evento,59118133
5344,59,1019,Financeiro - Remessa de Recursos: Alteração de ROF,por operacao,2021-09-20,1200.0,Real,Por evento,59118133
5345,0,101,Confecção de ficha cadastral,por cliente,2022-01-01,1000.0,Real,Por evento,78632767
5346,1,102,Renovação de ficha cadastral,por cliente,2022-01-01,1100.0,Real,A cada 360 dias,78632767
5347,2,103,Consultas a serviços de proteção ao crédito,por consulta,2022-01-01,60.0,Real,Por evento,78632767
5348,3,401,Abertura de conta,por conta,2008-12-31,0.0,Real,Por evento,78632767
5349,4,402,Manutenção de conta ativa,por conta,2022-02-01,500.0,Real,A cada 360 dias,78632767
5350,5,403,Manutenção de conta inativa,por conta,2022-01-01,0.0,Real,A cada 0 dias,78632767
5351,6,407,Débito autorizado em conta-corrente,por operacao,2022-01-01,10.0,Real,Por evento,78632767
5352,7,502,Emissão de DOC C,por operacao,2022-01-01,190.0,Real,Por evento,78632767
5353,8,503,Emissão de DOC D,por operacao,2022-01-01,190.0,Real,Por evento,78632767
5354,9,504,Ordem de Pagamento,por operacao,2022-01-01,135.0,Real,Por evento,78632767
5355,10,506,Transferência Eletrônica Disponível - TED,por operacao,2022-01-01,175.0,Real,Por evento,78632767
5356,11,602,Por outros meios,por emissao,2022-01-01,2000.0,Real,Por evento,78632767
5357,12,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2022-01-01,20.0,Real,Por evento,78632767
5358,13,701,Entrada por borderô (listagem de titulos),por titulo,2022-01-01,16.0,Real,Por evento,78632767
5359,14,702,Entrada por meio magnético,por titulo,2022-01-01,16.0,Real,Por evento,78632767
5360,15,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2022-01-01,16.0,Real,Por evento,78632767
5361,16,704,Manutenção de título vencido,por titulo,2022-01-01,17.0,Real,A cada 30 dias,78632767
5362,17,705,Envio para protesto,por titulo,2022-01-01,29.9,Real,Por evento,78632767
5363,18,706,Sustação de protesto,por titulo,2022-01-01,20.0,Real,Por evento,78632767
5364,19,707,Devolução de título,por titulo,2022-01-01,20.0,Real,Por evento,78632767
5365,20,801,Abertura de crédito,por operacao,2022-01-01,5.0,Percentual,Por evento,78632767
5366,21,802,Renegociação de dívida,por operacao,2022-01-01,10.0,Percentual,Por evento,78632767
5367,22,803,Substituição de garantia,por operacao,2022-01-01,300.0,Real,Por evento,78632767
5368,23,804,Custódia de cheque pré-datado,por operacao,2022-01-01,6.0,Real,Por evento,78632767
5369,24,805,Rescisão Contratual (Quitação Antecipada),por operacao,2022-01-01,2.0,Percentual,Por evento,78632767
5370,25,901,Segunda via de documento,por copia,2022-01-01,20.0,Real,Por evento,78632767
5371,26,903,Ressarcimento de despesas-fax,por folha,2022-01-01,5.0,Real,Por evento,78632767
5372,27,1001,Exportação: Edição de Contrato de Câmbio,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5373,28,1002,Exportação: Edição de Contrato de Câmbio via Internet,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5374,29,1003,Exportação: Liquidação com Ordem de Pagamento,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5375,30,1004,Exportação: Conferência de Documentos,por operacao,2022-01-01,1100.0,Real,Por evento,78632767
5376,31,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),por operacao,2022-01-01,470.0,Real,Por evento,78632767
5377,32,1006,Importação: Edição de Contrato de Câmbio,por operacao,2022-01-01,795.0,Real,Por evento,78632767
5378,33,1007,Importação: Emissão de Ordem de Pagamento,por operacao,2022-01-01,350.0,Real,Por evento,78632767
5379,34,1008,Importação: Demais Tarifas (Não incluem despesas no Exteior),por operacao,2022-01-01,500.0,Real,Por evento,78632767
5380,35,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),por operacao,2022-01-01,470.0,Real,Por evento,78632767
5381,36,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5382,37,1011,Financeiro-Ingresso de Recursos:Edição de Cont. de Câmbio Via Internet,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5383,38,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5384,39,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,por operacao,2022-01-01,8000.0,Real,Por evento,78632767
5385,40,1014,Financeiro - Ingresso de Recursos : Confecção de esquema de ROF,por operacao,2022-01-01,8000.0,Real,Por evento,78632767
5386,41,1015,Financeiro - Ingresso de Recursos: Confecção de Cadastro no Cademp,por operacao,2022-01-01,8000.0,Real,Por evento,78632767
5387,42,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,por operacao,2022-01-01,790.0,Real,Por evento,78632767
5388,43,1017,Financeiro-Remessa de Recursos: Edição de Cont. de Câmbio Via Internet,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5389,44,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,por operacao,2022-01-01,500.0,Real,Por evento,78632767
5390,45,1019,Financeiro - Remessa de Recursos: Alteração de ROF,por operacao,2022-01-01,2900.0,Real,Por evento,78632767
5391,0,101,Confecção de ficha cadastral,por cliente,2012-06-06,900.0,Real,Por evento,61820817
5392,1,102,Renovação de ficha cadastral,por cliente,2014-05-02,600.0,Real,A cada 360 dias,61820817
5393,2,103,Consultas a serviços de proteção ao crédito,por consulta,2015-07-24,15.0,Real,Por evento,61820817
5394,3,302,Talão-20 folhas (segundo talão no mês),por talao,2008-04-28,12.0,Real,Por evento,61820817
5395,4,303,Cheque administrativo,por cheque,2005-01-29,25.0,Real,Por evento,61820817
5396,5,304,Cheque avulso,por cheque,2008-04-28,2.5,Real,Por evento,61820817
5397,6,305,Cheque devolvido por insuficiência de fundos,por cheque,2008-04-28,2.0,Real,Por evento,61820817
5398,7,306,Oposição/sustação de pagamento de cheque,por cheque,2001-04-20,12.0,Real,Por evento,61820817
5399,8,308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2001-04-20,20.0,Real,Por evento,61820817
5400,9,309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2001-04-20,20.0,Real,Por evento,61820817
5401,10,312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",por cheque,2008-04-28,100.0,Percentual,Por evento,61820817
5402,11,313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2008-04-28,100.0,Percentual,Por evento,61820817
5403,12,401,Abertura de conta,por conta,2008-04-28,0.0,Real,Por evento,61820817
5404,13,402,Manutenção de conta ativa,por conta,2014-05-02,500.0,Real,A cada 30 dias,61820817
5405,14,403,Manutenção de conta inativa,por conta,2013-10-07,500.0,Real,A cada 30 dias,61820817
5406,15,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2012-06-06,50.0,Real,Por evento,61820817
5407,16,405,Concessão de cheque especial/conta garantida,por conta,2015-07-24,10.0,Percentual,Por evento,61820817
5408,17,406,Renovação de cheque especial/conta garantida,por conta,2015-07-24,10.0,Percentual,A cada 30 dias,61820817
5409,18,407,Débito autorizado em conta-corrente,por operacao,2008-04-28,2.5,Real,Por evento,61820817
5410,19,408,Banco domestico-conta principal (com limite de acessos),por conta,2008-04-28,1.0,Real,A cada 1 dias,61820817
5411,20,409,Banco doméstico-conta secundária (com limite de acessos),por conta,2008-04-28,1.0,Real,A cada 1 dias,61820817
5412,21,502,Emissão de DOC C,por operacao,2019-06-13,45.0,Real,Por evento,61820817
5413,22,503,Emissão de DOC D,por operacao,2019-06-13,45.0,Real,Por evento,61820817
5414,23,504,Ordem de Pagamento,por operacao,2008-04-28,0.0,Real,Por evento,61820817
5415,24,506,Transferência Eletrônica Disponível - TED,por operacao,2019-06-13,45.0,Real,Por evento,61820817
5416,25,602,Por outros meios,por emissao,2008-04-28,30.0,Real,Por evento,61820817
5417,26,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2008-04-11,7.0,Real,Por evento,61820817
5418,27,701,Entrada por borderô (listagem de titulos),por titulo,2019-01-09,20.0,Real,Por evento,61820817
5419,28,702,Entrada por meio magnético,por titulo,2018-05-30,11.0,Real,Por evento,61820817
5420,29,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2018-05-30,11.0,Real,Por evento,61820817
5421,30,704,Manutenção de título vencido,por titulo,2018-05-30,22.0,Real,A cada 30 dias,61820817
5422,31,705,Envio para protesto,por titulo,2018-05-30,22.0,Real,Por evento,61820817
5423,32,706,Sustação de protesto,por titulo,2018-05-30,22.0,Real,Por evento,61820817
5424,33,707,Devolução de título,por titulo,2018-05-30,22.0,Real,Por evento,61820817
5425,34,801,Abertura de crédito,por operacao,2015-07-24,10.0,Percentual,Por evento,61820817
5426,35,802,Renegociação de dívida,por operacao,2015-06-24,3.0,Percentual,Por evento,61820817
5427,36,803,Substituição de garantia,por operacao,2015-08-10,5.0,Percentual,Por evento,61820817
5428,37,804,Custódia de cheque pré-datado,por operacao,2014-05-02,3.0,Real,Por evento,61820817
5429,38,805,Rescisão Contratual (Quitação Antecipada),por operacao,2015-07-24,15.0,Percentual,Por evento,61820817
5430,39,901,Segunda via de documento,por copia,2014-05-02,15.0,Real,Por evento,61820817
5431,40,902,Ressarcimento de despesas-telefonema,por chamada,2014-05-02,5.0,Real,Por evento,61820817
5432,41,903,Ressarcimento de despesas-fax,por folha,2014-05-02,5.0,Real,Por evento,61820817
5433,42,904,Envelopamento de documentos,por envelope,2008-04-28,0.0,Real,Por evento,61820817
5434,43,1001,Exportação: Edição de Contrato de Câmbio,por operacao,2015-07-24,150.0,Real,Por evento,61820817
5435,44,1003,Exportação: Liquidação com Ordem de Pagamento,por operacao,2015-07-24,150.0,Real,Por evento,61820817
5436,45,1004,Exportação: Conferência de Documentos,por operacao,2015-07-24,900.0,Real,Por evento,61820817
5437,46,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),por operacao,2015-07-24,150.0,Real,Por evento,61820817
5438,47,1006,Importação: Edição de Contrato de Câmbio,por operacao,2015-07-24,150.0,Real,Por evento,61820817
5439,48,1007,Importação: Emissão de Ordem de Pagamento,por operacao,2015-07-24,150.0,Real,Por evento,61820817
5440,49,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,por operacao,2015-07-24,150.0,Real,Por evento,61820817
5441,50,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,por operacao,2015-07-24,150.0,Real,Por evento,61820817
5442,51,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,por operacao,2014-05-02,80.0,Real,Por evento,61820817
5443,52,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,por operacao,2007-02-16,50.0,Real,Por evento,61820817
5444,0,101,Confecção de ficha cadastral,por cliente,2018-01-11,20000.0,Real,Por evento,795423
5445,1,102,Renovação de ficha cadastral,por cliente,2016-04-04,200.0,Real,A cada 180 dias,795423
5446,2,103,Consultas a serviços de proteção ao crédito,por consulta,2016-04-04,50.0,Real,Por evento,795423
5447,3,303,Cheque administrativo,por cheque,2016-04-04,50.0,Real,Por evento,795423
5448,4,401,Abertura de conta,por conta,1996-09-13,0.0,Real,Por evento,795423
5449,5,402,Manutenção de conta ativa,por conta,2017-11-09,1000.0,Real,A cada 30 dias,795423
5450,6,403,Manutenção de conta inativa,por conta,2013-10-10,100.0,Real,A cada 180 dias,795423
5451,7,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2016-04-04,50.0,Real,Por evento,795423
5452,8,405,Concessão de cheque especial/conta garantida,por conta,2016-04-04,60.0,Real,Por evento,795423
5453,9,406,Renovação de cheque especial/conta garantida,por conta,2016-04-04,60.0,Real,A cada 90 dias,795423
5454,10,407,Débito autorizado em conta-corrente,por operacao,2016-04-04,3.0,Real,Por evento,795423
5455,11,502,Emissão de DOC C,por operacao,2015-05-07,40.0,Real,Por evento,795423
5456,12,503,Emissão de DOC D,por operacao,2015-05-07,40.0,Real,Por evento,795423
5457,13,504,Ordem de Pagamento,por operacao,2015-05-07,40.0,Real,Por evento,795423
5458,14,506,Transferência Eletrônica Disponível - TED,por operacao,2015-05-07,40.0,Real,Por evento,795423
5459,15,602,Por outros meios,por emissao,2016-04-04,5.0,Real,Por evento,795423
5460,16,701,Entrada por borderô (listagem de titulos),por titulo,2016-04-04,10.0,Real,Por evento,795423
5461,17,702,Entrada por meio magnético,por titulo,2005-08-01,6.0,Real,Por evento,795423
5462,18,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,1996-09-13,4.0,Real,Por evento,795423
5463,19,704,Manutenção de título vencido,por titulo,2016-04-04,5.0,Real,A cada 30 dias,795423
5464,20,705,Envio para protesto,por titulo,2016-04-04,9.0,Real,Por evento,795423
5465,21,706,Sustação de protesto,por titulo,2016-04-04,9.0,Real,Por evento,795423
5466,22,707,Devolução de título,por titulo,1996-09-13,6.0,Real,Por evento,795423
5467,23,801,Abertura de crédito,por operacao,2015-07-09,15000.0,Real,Por evento,795423
5468,24,802,Renegociação de dívida,por operacao,2015-07-09,15000.0,Real,Por evento,795423
5469,25,803,Substituição de garantia,por operacao,2016-04-04,2000.0,Real,Por evento,795423
5470,26,804,Custódia de cheque pré-datado,por operacao,2015-05-07,2.0,Real,Por evento,795423
5471,27,805,Rescisão Contratual (Quitação Antecipada),por operacao,2008-04-30,0.0,Real,Por evento,795423
5472,28,901,Segunda via de documento,por copia,2016-04-04,6.0,Real,Por evento,795423
5473,29,902,Ressarcimento de despesas-telefonema,por chamada,2016-04-04,8.0,Real,Por evento,795423
5474,30,903,Ressarcimento de despesas-fax,por folha,2016-04-04,8.0,Real,Por evento,795423
5475,31,904,Envelopamento de documentos,por envelope,2016-04-04,2.0,Real,Por evento,795423
5476,32,905,Pagamento de funcionários via relação,por funcionario,2005-05-01,3.0,Real,Por evento,795423
5477,0,101,Confecção de ficha cadastral,por cliente,2021-09-01,49.0,Real,Por evento,11970623
5478,1,102,Renovação de ficha cadastral,por cliente,2021-09-01,49.0,Real,A cada 90 dias,11970623
5479,2,103,Consultas a serviços de proteção ao crédito,por consulta,2021-09-01,6.59,Real,Por evento,11970623
5480,3,201,"Comum, para débito, saque e consultas",por cartao,2020-12-13,15.9,Real,A cada 1 dias,11970623
5481,4,401,Abertura de conta,por conta,2021-09-01,49.9,Real,Por evento,11970623
5482,5,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2021-09-01,99.9,Real,Por evento,11970623
5483,6,501,Saque em caixa automática externa/banco 24 horas,por saque,2020-12-13,7.9,Real,Por evento,11970623
5484,7,502,Emissão de DOC C,por operacao,2021-09-01,9.9,Real,Por evento,11970623
5485,8,503,Emissão de DOC D,por operacao,2021-09-01,9.9,Real,Por evento,11970623
5486,9,506,Transferência Eletrônica Disponível - TED,por operacao,2020-12-13,8.9,Real,Por evento,11970623
5487,10,601,Em terminal  eletrônico,por emissao,2021-09-01,2.9,Real,Por evento,11970623
5488,11,602,Por outros meios,por emissao,2021-09-01,2.9,Real,Por evento,11970623
5489,12,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2021-09-01,2950.0,Real,Por evento,11970623
5490,13,801,Abertura de crédito,por operacao,2021-09-02,5500.0,Real,Por evento,11970623
5491,14,802,Renegociação de dívida,por operacao,2021-09-01,1750.0,Real,Por evento,11970623
5492,15,803,Substituição de garantia,por operacao,2021-09-02,1000.0,Real,Por evento,11970623
5493,16,901,Segunda via de documento,por copia,2021-09-01,4.9,Real,Por evento,11970623
5494,0,101,Confecção de ficha cadastral,por cliente,2021-11-10,0.0,Real,Por evento,7679404
5495,1,102,Renovação de ficha cadastral,por cliente,2009-10-02,0.0,Real,A cada 0 dias,7679404
5496,2,103,Consultas a serviços de proteção ao crédito,por consulta,2021-11-10,0.0,Real,Por evento,7679404
5497,3,401,Abertura de conta,por conta,2021-11-10,0.0,Real,Por evento,7679404
5498,4,402,Manutenção de conta ativa,por conta,2019-12-09,100.0,Real,A cada 30 dias,7679404
5499,5,403,Manutenção de conta inativa,por conta,2009-06-14,30.0,Real,A cada 30 dias,7679404
5500,6,405,Concessão de cheque especial/conta garantida,por conta,2019-12-09,10000.0,Real,Por evento,7679404
5501,7,406,Renovação de cheque especial/conta garantida,por conta,2019-12-09,3000.0,Real,A cada 365 dias,7679404
5502,8,506,Transferência Eletrônica Disponível - TED,por operacao,2021-11-10,9.9,Real,Por evento,7679404
5503,9,601,Em terminal  eletrônico,por emissao,2021-11-10,0.0,Real,Por evento,7679404
5504,10,602,Por outros meios,por emissao,2021-11-10,0.0,Real,Por evento,7679404
5505,11,701,Entrada por borderô (listagem de titulos),por titulo,2018-06-14,15.0,Real,Por evento,7679404
5506,12,702,Entrada por meio magnético,por titulo,2018-06-14,15.0,Real,Por evento,7679404
5507,13,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2018-06-14,15.0,Real,Por evento,7679404
5508,14,704,Manutenção de título vencido,por titulo,2009-06-14,5.0,Real,A cada 30 dias,7679404
5509,15,705,Envio para protesto,por titulo,2009-06-14,5.0,Real,Por evento,7679404
5510,16,706,Sustação de protesto,por titulo,2009-06-14,6.5,Real,Por evento,7679404
5511,17,707,Devolução de título,por titulo,2009-06-14,3.0,Real,Por evento,7679404
5512,18,801,Abertura de crédito,por operacao,2019-12-09,95000.0,Real,Por evento,7679404
5513,19,802,Renegociação de dívida,por operacao,2021-11-10,0.0,Real,Por evento,7679404
5514,20,1001,Exportação: Edição de Contrato de Câmbio,por operacao,2012-07-01,800.0,Real,Por evento,7679404
5515,21,1003,Exportação: Liquidação com Ordem de Pagamento,por operacao,2012-07-01,800.0,Real,Por evento,7679404
5516,22,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),por operacao,2012-07-01,800.0,Real,Por evento,7679404
5517,23,1006,Importação: Edição de Contrato de Câmbio,por operacao,2012-07-01,800.0,Real,Por evento,7679404
5518,24,1007,Importação: Emissão de Ordem de Pagamento,por operacao,2012-07-01,500.0,Real,Por evento,7679404
5519,25,1008,Importação: Demais Tarifas (Não incluem despesas no Exteior),por operacao,2012-07-01,2000.0,Real,Por evento,7679404
5520,26,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),por operacao,2012-07-01,800.0,Real,Por evento,7679404
5521,27,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,por operacao,2021-11-10,400.0,Real,Por evento,7679404
5522,28,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,por operacao,2014-12-10,400.0,Real,Por evento,7679404
5523,29,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,por operacao,2012-07-01,800.0,Real,Por evento,7679404
5524,30,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,por operacao,2012-07-01,500.0,Real,Por evento,7679404
5525,0,101,Confecção de ficha cadastral,por cliente,2015-08-03,550.0,Real,Por evento,3215790
5526,1,102,Renovação de ficha cadastral,por cliente,2009-11-14,0.0,Real,A cada 0 dias,3215790
5527,2,803,Substituição de garantia,por operacao,2010-06-10,600.0,Real,Por evento,3215790
5528,3,805,Rescisão Contratual (Quitação Antecipada),por operacao,2015-10-03,0.0,Real,Por evento,3215790
5529,4,901,Segunda via de documento,por copia,2008-11-21,40.0,Real,Por evento,3215790
5530,0,101,Confecção de ficha cadastral,por cliente,2017-07-07,150.0,Real,Por evento,17351180
5531,1,102,Renovação de ficha cadastral,por cliente,2017-07-07,150.0,Real,A cada 180 dias,17351180
5532,2,103,Consultas a serviços de proteção ao crédito,por consulta,2009-12-01,0.0,Real,Por evento,17351180
5533,3,204,Cartão multiplo-nacional-anuidade do contrato,por cartao,2019-05-16,200.0,Real,A cada 360 dias,17351180
5534,4,205,Cartão multiplo-nacional-confecção do cartão,por cartao,2019-01-07,0.0,Real,Por evento,17351180
5535,5,208,Cartão multiplo adicional-nacional-anuidade do contrato,por cartao,2019-05-16,200.0,Real,A cada 360 dias,17351180
5536,6,209,Cartão multiplo adicional-nacional-confecção do cartão,por cartao,2019-01-07,0.0,Real,Por evento,17351180
5537,7,302,Talão-20 folhas (segundo talão no mês),por talao,1997-11-28,6.0,Real,Por evento,17351180
5538,8,303,Cheque administrativo,por cheque,1997-11-28,13.0,Real,Por evento,17351180
5539,9,304,Cheque avulso,por cheque,1997-11-28,5.0,Real,Por evento,17351180
5540,10,305,Cheque devolvido por insuficiência de fundos,por cheque,2008-04-01,15.0,Real,Por evento,17351180
5541,11,306,Oposição/sustação de pagamento de cheque,por cheque,1997-11-28,6.0,Real,Por evento,17351180
5542,12,308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,1996-07-25,24.0,Real,Por evento,17351180
5543,13,309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2001-04-18,24.0,Real,Por evento,17351180
5544,14,310,Cobrança de cheque por compensação,por cheque,2011-03-01,2.5,Real,Por evento,17351180
5545,15,311,Cheque TB (Transferência Bancária sem CPMF),por cheque,1996-07-25,0.0,Real,Por evento,17351180
5546,16,312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",por cheque,2011-03-01,13.0,Real,Por evento,17351180
5547,17,313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2008-07-02,0.0,Real,Por evento,17351180
5548,18,314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2009-12-01,0.0,Real,Por evento,17351180
5549,19,401,Abertura de conta,por conta,2008-07-02,0.0,Real,Por evento,17351180
5550,20,402,Manutenção de conta ativa,por conta,2017-07-07,150.0,Real,A cada 30 dias,17351180
5551,21,403,Manutenção de conta inativa,por conta,2017-07-07,150.0,Real,A cada 30 dias,17351180
5552,22,404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2016-06-20,60.0,Real,Por evento,17351180
5553,23,405,Concessão de cheque especial/conta garantida,por conta,2021-04-02,95000.0,Real,Por evento,17351180
5554,24,406,Renovação de cheque especial/conta garantida,por conta,2021-04-02,95000.0,Real,A cada 180 dias,17351180
5555,25,407,Débito autorizado em conta-corrente,por operacao,1997-11-28,3.0,Real,Por evento,17351180
5556,26,408,Banco domestico-conta principal (com limite de acessos),por conta,2009-12-01,0.0,Real,A cada 0 dias,17351180
5557,27,409,Banco doméstico-conta secundária (com limite de acessos),por conta,2009-12-01,0.0,Real,A cada 0 dias,17351180
5558,28,501,Saque em caixa automática externa/banco 24 horas,por saque,2018-03-13,10.0,Real,Por evento,17351180
5559,29,502,Emissão de DOC C,por operacao,2017-07-07,50.0,Real,Por evento,17351180
5560,30,503,Emissão de DOC D,por operacao,2017-07-07,50.0,Real,Por evento,17351180
5561,31,504,Ordem de Pagamento,por operacao,1997-01-21,18.0,Real,Por evento,17351180
5562,32,505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,17351180
5563,33,506,Transferência Eletrônica Disponível - TED,por operacao,2017-07-07,50.0,Real,Por evento,17351180
5564,34,601,Em terminal  eletrônico,por emissao,2018-03-13,10.0,Real,Por evento,17351180
5565,35,602,Por outros meios,por emissao,2018-03-13,10.0,Real,Por evento,17351180
5566,36,603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2018-03-13,10.0,Real,Por evento,17351180
5567,37,701,Entrada por borderô (listagem de titulos),por titulo,2008-04-01,5.9,Real,Por evento,17351180
5568,38,702,Entrada por meio magnético,por titulo,2008-04-01,6.2,Real,Por evento,17351180
5569,39,703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2011-03-01,6.2,Real,Por evento,17351180
5570,40,704,Manutenção de título vencido,por titulo,2010-01-25,12.9,Real,A cada 30 dias,17351180
5571,41,705,Envio para protesto,por titulo,2010-01-25,12.9,Real,Por evento,17351180
5572,42,706,Sustação de protesto,por titulo,2010-01-25,12.9,Real,Por evento,17351180
5573,43,707,Devolução de título,por titulo,2010-01-25,12.9,Real,Por evento,17351180
5574,44,801,Abertura de crédito,por operacao,2016-06-20,95000.0,Real,Por evento,17351180
5575,45,802,Renegociação de dívida,por operacao,2021-04-02,15000.0,Real,Por evento,17351180
5576,46,803,Substituição de garantia,por operacao,2021-04-02,10000.0,Real,Por evento,17351180
5577,47,804,Custódia de cheque pré-datado,por operacao,2014-01-01,6.2,Real,Por evento,17351180
5578,48,805,Rescisão Contratual (Quitação Antecipada),por operacao,2010-01-25,3.0,Percentual,Por evento,17351180
5579,49,901,Segunda via de documento,por copia,2001-05-25,5.0,Real,Por evento,17351180
5580,50,902,Ressarcimento de despesas-telefonema,por chamada,2001-05-25,10.0,Real,Por evento,17351180
5581,51,903,Ressarcimento de despesas-fax,por folha,2008-04-01,10.0,Real,Por evento,17351180
5582,52,904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,17351180
5583,53,905,Pagamento de funcionários via relação,por funcionario,2016-06-20,4.0,Real,Por evento,17351180
5584,54,906,Pagamento de funcionários via meio magnético,por funcionario,2016-06-20,2.2,Real,Por evento,17351180
5585,0,101,Confecção de ficha cadastral,por cliente,1996-07-25,0.0,Real,Por evento,57839805
5586,1,102,Renovação de ficha cadastral,por cliente,1996-07-25,0.0,Real,A cada 0 dias,57839805
